,id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,host_temperature,host_radius,host_mass,right_ascension,declination
1222,1222,K2-147 b,295.0,0.315 Earths,14.044,2018,Terrestrial,0.73 x Earth,0.0159 AU,1 days,0.0,K2-157,Transit,5456.0,0.88,0.94,12h15m00.36s,-05d46m55.26s
1223,1223,K2-148 b,406.0,2.33 Earths,13.627,2018,Super Earth,1.33 x Earth,0.0454 AU,4.4 days,0.0,K2-158,Transit,5503.0,0.95,0.92,11h59m45.53s,-05d43m18.08s
1224,1224,K2-148 c,406.0,3.64 Earths,13.627,2018,Super Earth,1.73 x Earth,0.0616 AU,6.9 days,0.0,K2-158,Transit,5503.0,0.95,0.92,11h59m45.53s,-05d43m18.08s
1225,1225,K2-148 d,406.0,3.33 Earths,13.627,2018,Super Earth,1.64 x Earth,0.0774 AU,9.8 days,0.0,K2-159,Transit,5425.0,0.83,0.9,12h02m09.81s,-03d34m51.26s
1226,1226,K2-149 b,403.0,3.33 Earths,14.543,2018,Super Earth,1.64 x Earth,0.083 AU,11.3 days,0.0,K2-16,Transit,4742.0,0.66,0.68,11h40m23.33s,+04d33m26.75s
1227,1227,K2-14 b,1188.0,20.7 Earths,15.78,2015,Neptune-like,0.429 x Jupiter,0.0627 AU,8.4 days,0.14,K2-16,Transit,4742.0,0.66,0.68,11h40m23.33s,+04d33m26.75s
1228,1228,K2-150 b,334.0,4.66 Earths,15.784,2018,Super Earth,2.0 x Earth,0.0727 AU,10.6 days,0.0,K2-160,Transit,5649.0,0.91,0.98,12h16m13.08s,-03d33m11.12s
1229,1229,K2-151 b,227.0,2.83 Earths,14.175,2018,Super Earth,1.49 x Earth,0.0373 AU,3.8 days,0.0,K2-161,Transit,4972.0,2.57,0.99,12h15m10.52s,-03d29m44.49s
1230,1230,K2-152 b,354.0,5.86 Earths,13.728,2018,Neptune-like,0.204 x Jupiter,0.1716 AU,32.6 days,0.0,K2-162,Transit,4842.0,0.69,0.75,12h24m09.21s,-01d06m41.32s
1231,1231,K2-153 b,467.0,4.66 Earths,14.96,2018,Super Earth,2.0 x Earth,0.0614 AU,7.5 days,0.0,K2-163,Transit,4937.0,0.76,0.83,12h09m19.02s,-00d32m21.63s
1232,1232,K2-154 b,422.0,4.62 Earths,13.861,2018,Super Earth,1.99 x Earth,0.0405 AU,3.7 days,0.0,K2-164,Transit,5791.0,2.2,1.18,11h27m44.08s,-00d03m46.26s
1233,1233,K2-154 c,422.0,4.94 Earths,13.861,2018,Super Earth,2.07 x Earth,0.0677 AU,8 days,0.0,K2-165,Transit,5185.0,0.8,0.83,12h19m36.12s,+00d58m05.98s
1234,1234,K2-155 b,237.0,3.89 Earths,12.773,2018,Super Earth,1.8 x Earth,0.0562 AU,6.3 days,0.0,K2-165,Transit,5185.0,0.8,0.83,12h19m36.12s,+00d58m05.98s
1235,1235,K2-155 c,237.0,7.27 Earths,12.773,2018,Neptune-like,0.232 x Jupiter,0.0946 AU,13.9 days,0.0,K2-165,Transit,5185.0,0.8,0.83,12h19m36.12s,+00d58m05.98s
1236,1236,K2-155 d,237.0,4.27 Earths,12.773,2018,Super Earth,1.9 x Earth,0.1937 AU,40.7 days,0.0,K2-166,Transit,5960.0,1.61,1.16,12h20m45.14s,+02d16m56.56s
1237,1237,K2-156 b,490.0,1.37 Earths,13.4,2018,Super Earth,1.1 x Earth,0.0149 AU,0.8 days,0.0,K2-167,Transit,6141.0,1.46,1.34,22h26m18.27s,-18d00m41.99s
1238,1238,K2-157 b,973.0,0.972 Earths,12.942,2018,Terrestrial,1.0 x Earth,Unknown,0.4 days,0.0,K2-168,Transit,5502.7,0.83,0.88,22h12m26.42s,-16d20m30.79s
1239,1239,K2-158 b,644.0,7.46 Earths,11.774,2018,Neptune-like,0.236 x Jupiter,0.0887 AU,10.1 days,0.0,K2-169,Transit,5548.0,0.92,0.99,22h28m10.62s,-14d35m57.62s
1240,1240,K2-158 c,644.0,2.18 Earths,11.774,2018,Super Earth,1.28 x Earth,0.0622 AU,5.9 days,0.0,K2-17,Transit,4320.0,0.66,0.71,11h53m19.12s,+06d24m44.34s
1241,1241,K2-159 b,558.0,5.73 Earths,11.995,2018,Neptune-like,0.202 x Jupiter,0.1013 AU,12.4 days,0.0,K2-170,Transit,5748.0,0.98,0.96,22h21m48.17s,-14d35m36.08s
1242,1242,K2-15 b,1611.0,6.71 Earths,14.758,2015,Neptune-like,0.221 x Jupiter,0.091 AU,11.8 days,0.0,K2-170,Transit,5748.0,0.98,0.96,22h21m48.17s,-14d35m36.08s
1243,1243,K2-160 b,1029.0,10.2 Earths,12.838,2018,Neptune-like,0.284 x Jupiter,Unknown,3.7 days,0.0,K2-171,Transit,5250.0,1.72,0.89,22h09m21.79s,-13d25m43.90s
1244,1244,K2-161 b,2989.0,31.1 Earths,12.718,2018,Neptune-like,0.546 x Jupiter,Unknown,9.3 days,0.0,K2-172,Transit,5569.0,0.87,0.93,22h21m13.95s,-12d33m25.13s
1245,1245,K2-162 b,406.0,2.67 Earths,12.278,2018,Super Earth,1.44 x Earth,0.0795 AU,9.5 days,0.0,K2-172,Transit,5569.0,0.87,0.93,22h21m13.95s,-12d33m25.13s
1246,1246,K2-163 b,680.0,6.65 Earths,13.078,2018,Neptune-like,0.22 x Jupiter,Unknown,6.7 days,0.0,K2-173,Transit,5580.0,0.84,0.88,04h01m30.06s,+15d37m30.47s
1247,1247,K2-164 b,1225.0,10.6 Earths,11.352,2018,Neptune-like,0.29 x Jupiter,Unknown,17.4 days,0.0,K2-174,Transit,4455.0,0.68,0.7,04h03m10.31s,+16d20m49.80s
1248,1248,K2-165 b,439.0,2.17 Earths,11.332,2018,Super Earth,1.274 x Earth,Unknown,2.4 days,0.0,K2-175,Transit,5909.0,1.42,1.09,03h30m00.85s,+17d35m02.79s
1249,1249,K2-165 c,439.0,3.03 Earths,11.332,2018,Super Earth,1.554 x Earth,Unknown,4.4 days,0.0,K2-176,Transit,5428.0,0.86,0.94,03h53m04.60s,+17d54m25.01s
1250,1250,K2-165 d,439.0,7.5 Earths,11.332,2018,Neptune-like,0.236 x Jupiter,Unknown,14.1 days,0.0,K2-177,Transit,6063.0,1.21,1.21,03h40m55.11s,+20d44m09.92s
1251,1251,K2-166 b,1556.0,5.43 Earths,12.081,2018,Neptune-like,2.19 x Earth,0.0858 AU,8.5 days,0.0,K2-178,Transit,5525.0,0.89,0.95,03h31m33.32s,+22d26m05.35s
1252,1252,K2-167 b,264.0,5.75 Earths,8.24,2018,Neptune-like,0.202 x Jupiter,0.0999 AU,10 days,0.41,K2-179,Transit,5015.0,0.77,0.82,03h55m11.23s,+23d45m24.31s
1253,1253,K2-168 b,796.0,4.12 Earths,12.365,2018,Super Earth,1.86 x Earth,Unknown,15.9 days,0.0,K2-18,Transit,3457.0,0.41,0.36,11h30m14.43s,+07d35m16.19s
1254,1254,K2-169 b,769.0,2.16 Earths,12.23,2018,Super Earth,1.273 x Earth,Unknown,6.4 days,0.0,K2-18,Radial Velocity,3457.0,0.41,0.36,11h30m14.43s,+07d35m16.19s
1255,1255,K2-16 b,1093.0,4.74 Earths,14.668,2015,Super Earth,2.02 x Earth,0.0667 AU,7.6 days,0.0,K2-180,Transit,5306.0,0.72,0.72,08h25m51.45s,+10d14m47.68s
1256,1256,K2-16 c,1093.0,6.99 Earths,14.668,2015,Neptune-like,0.227 x Jupiter,0.1229 AU,19.1 days,0.0,K2-181,Transit,5608.0,1.07,0.99,08h30m12.99s,+10d54m36.52s
1257,1257,K2-170 b,1282.0,2.6 Earths,12.668,2018,Super Earth,1.418 x Earth,Unknown,7.6 days,0.0,K2-182,Transit,5170.0,0.79,0.86,08h40m43.21s,+10d58m58.62s
1258,1258,K2-170 c,1282.0,3.9 Earths,12.668,2018,Super Earth,1.802 x Earth,Unknown,12.4 days,0.0,K2-183,Transit,5482.0,0.87,0.94,08h20m01.72s,+14d01m10.05s
1259,1259,K2-171 b,1977.0,7.69 Earths,12.745,2018,Neptune-like,0.24 x Jupiter,Unknown,5.6 days,0.0,K2-183,Transit,5482.0,0.87,0.94,08h20m01.72s,+14d01m10.05s
1260,1260,K2-172 b,815.0,3.42 Earths,12.5,2018,Super Earth,1.666 x Earth,Unknown,14.3 days,0.0,K2-183,Transit,5482.0,0.87,0.94,08h20m01.72s,+14d01m10.05s
1261,1261,K2-172 c,815.0,10.4 Earths,12.5,2018,Neptune-like,0.286 x Jupiter,Unknown,29.6 days,0.0,K2-184,Transit,5245.0,0.75,0.84,08h36m33.73s,+14d27m42.78s
1262,1262,K2-173 b,746.0,3.22 Earths,12.523,2018,Super Earth,1.608 x Earth,Unknown,5.9 days,0.0,K2-185,Transit,5788.0,0.94,0.96,08h41m02.32s,+14d41m24.80s
1263,1263,K2-174 b,326.0,7.27 Earths,12.456,2018,Neptune-like,0.232 x Jupiter,0.126 AU,19.6 days,0.0,K2-185,Transit,5788.0,0.94,0.96,08h41m02.32s,+14d41m24.80s
1264,1264,K2-175 b,807.0,4.81 Earths,10.836,2018,Super Earth,2.038 x Earth,Unknown,9.5 days,0.0,K2-186,Transit,5784.0,0.98,1.02,09h01m20.41s,+18d49m31.04s
1265,1265,K2-176 b,807.0,2.83 Earths,12.909,2018,Super Earth,1.491 x Earth,Unknown,5.3 days,0.0,K2-187,Transit,5438.0,0.83,0.97,08h50m05.65s,+23d11m32.90s
1266,1266,K2-177 b,1605.0,5.13 Earths,12.681,2018,Neptune-like,2.116 x Earth,Unknown,14.2 days,0.0,K2-187,Transit,5438.0,0.83,0.97,08h50m05.65s,+23d11m32.90s
1267,1267,K2-178 b,701.0,12.4 Earths,12.382,2018,Neptune-like,0.317 x Jupiter,Unknown,8.7 days,0.0,K2-187,Transit,5438.0,0.83,0.97,08h50m05.65s,+23d11m32.90s
1268,1268,K2-179 b,622.0,6.86 Earths,12.939,2018,Neptune-like,0.224 x Jupiter,Unknown,5.2 days,0.0,K2-187,Transit,5438.0,0.83,0.97,08h50m05.65s,+23d11m32.90s
1269,1269,K2-17 b,408.0,5.6 Earths,13.411,2015,Neptune-like,2.23 x Earth,0.119 AU,18 days,0.18,K2-188,Transit,5977.0,1.19,1.06,08h39m15.29s,+23d21m26.77s
1270,1270,K2-180 b,665.0,11.44182 Earths,12.557,2018,Super Earth,0.225 x Jupiter,0.0734 AU,8.9 days,0.0,K2-188,Transit,5977.0,1.19,1.06,08h39m15.29s,+23d21m26.77s
1271,1271,K2-181 b,1177.0,8.45 Earths,12.669,2018,Neptune-like,0.253 x Jupiter,0.0706 AU,6.9 days,0.0,K2-189,Transit,5519.0,0.87,0.94,13h34m29.15s,-15d02m11.46s
1272,1272,K2-182 b,505.0,20 Earths,11.833,2018,Neptune-like,0.24 x Jupiter,0.0526 AU,4.7 days,0.04,K2-189,Transit,5519.0,0.87,0.94,13h34m29.15s,-15d02m11.46s
1273,1273,K2-183 b,1073.0,1.37 Earths,12.867,2018,Super Earth,1.1 x Earth,Unknown,0.5 days,0.0,K2-19,Transit,5322.0,0.82,0.88,11h39m50.46s,+00d36m12.95s
1274,1274,K2-183 c,1073.0,5.9 Earths,12.867,2018,Neptune-like,0.205 x Jupiter,0.0932 AU,10.8 days,0.0,K2-19,Transit,5322.0,0.82,0.88,11h39m50.46s,+00d36m12.95s
1275,1275,K2-183 d,1073.0,5.9 Earths,12.867,2018,Neptune-like,0.205 x Jupiter,0.1527 AU,22.6 days,0.0,K2-19,Transit,5322.0,0.82,0.88,11h39m50.46s,+00d36m12.95s
1276,1276,K2-184 b,247.0,2.76 Earths,10.345,2018,Super Earth,1.47 x Earth,0.1685 AU,17 days,0.0,K2-190,Transit,5631.0,0.91,0.9,13h41m27.13s,-13d09m39.13s
1277,1277,K2-185 b,875.0,1.6 Earths,12.235,2018,Super Earth,1.15 x Earth,Unknown,10.6 days,0.0,K2-190,Transit,5631.0,0.91,0.9,13h41m27.13s,-13d09m39.13s
1278,1278,K2-185 c,875.0,6.3 Earths,12.235,2018,Neptune-like,0.213 x Jupiter,Unknown,52.7 days,0.0,K2-191,Transit,5176.0,0.84,0.9,13h26m33.39s,-12d48m24.03s
1279,1279,K2-186 b,1079.0,10.2 Earths,12.413,2018,Neptune-like,0.283 x Jupiter,Unknown,41.5 days,0.0,K2-192,Transit,5222.0,0.81,0.9,13h46m19.75s,-11d33m22.87s
1280,1280,K2-187 b,1079.0,1.87 Earths,13.102,2018,Super Earth,1.2 x Earth,0.0164 AU,0.8 days,0.0,K2-193,Transit,5817.0,0.98,1.01,13h40m56.91s,-11d00m33.60s
1281,1281,K2-187 c,1079.0,2.54 Earths,13.102,2018,Super Earth,1.4 x Earth,0.0392 AU,2.9 days,0.0,K2-194,Transit,5979.0,1.28,1.11,13h38m26.15s,-08d55m37.78s
1282,1282,K2-187 d,1079.0,6.35 Earths,13.102,2018,Neptune-like,0.214 x Jupiter,0.072 AU,7.1 days,0.0,K2-195,Transit,5713.0,0.99,0.94,13h19m19.56s,-08d30m34.33s
1283,1283,K2-187 e,1079.0,4.27 Earths,13.102,2018,Super Earth,1.9 x Earth,0.1106 AU,13.6 days,0.0,K2-195,Transit,5712.0,0.91,0.96,13h19m19.56s,-08d30m34.33s
1284,1284,K2-188 b,1458.0,2.39 Earths,12.657,2018,Super Earth,1.35 x Earth,0.0289 AU,1.7 days,0.0,K2-196,Transit,6045.0,1.54,1.16,13h21m49.50s,-08d28m18.16s
1285,1285,K2-188 c,1458.0,8.4 Earths,12.657,2018,Neptune-like,0.252 x Jupiter,0.0785 AU,7.8 days,0.0,K2-197,Transit,5667.0,0.93,1.0,13h29m34.43s,-07d22m26.32s
1286,1286,K2-189 b,790.0,2.92 Earths,12.398,2018,Super Earth,1.52 x Earth,0.0361 AU,2.6 days,0.0,K2-198,Transit,5212.9,0.76,0.8,13h15m22.48s,-06d27m53.96s
1287,1287,K2-189 c,790.0,6.8 Earths,12.398,2018,Neptune-like,0.223 x Jupiter,0.068 AU,6.7 days,0.0,K2-198,Transit,5212.9,0.76,0.8,13h15m22.48s,-06d27m53.96s
1288,1288,K2-18 b,124.0,8.92 Earths,13.477,2015,Super Earth,0.211 x Jupiter,0.1429 AU,32.9 days,0.2,K2-198,Transit,5212.9,0.76,0.8,13h15m22.48s,-06d27m53.96s
1289,1289,K2-18 c,124.0,7.51 Earths,13.477,2017,Neptune-like,0.236 x Jupiter,0.06 AU,9 days,< 0.47,K2-199,Transit,4491.0,0.68,0.71,13h55m36.35s,-06d08m09.90s
1290,1290,K2-190 b,524.0,2.41 Earths,11.138,2018,Super Earth,1.357 x Earth,Unknown,10.1 days,0.0,K2-199,Transit,4491.0,0.68,0.71,13h55m36.35s,-06d08m09.90s
1291,1291,K2-190 c,524.0,1.34 Earths,11.138,2018,Super Earth,1.093 x Earth,Unknown,21.6 days,0.0,K2-200,Transit,5233.0,0.79,0.86,13h29m00.29s,-04d36m36.19s
1292,1292,K2-191 b,937.0,3.12 Earths,13.329,2018,Super Earth,1.579 x Earth,Unknown,2.9 days,0.0,K2-201,Transit,5507.0,0.88,0.96,19h34m14.57s,-23d07m52.60s
1293,1293,K2-192 b,723.0,2.92 Earths,12.656,2018,Super Earth,1.52 x Earth,0.049 AU,4.2 days,0.0,K2-201,Transit,5507.0,0.88,0.96,19h34m14.57s,-23d07m52.60s
1294,1294,K2-193 b,1344.0,14.8 Earths,13.341,2018,Neptune-like,0.352 x Jupiter,0.1184 AU,14.8 days,0.0,K2-202,Transit,5491.0,0.91,0.97,18h53m03.44s,-22d24m25.40s
1295,1295,K2-194 b,2053.0,12.9 Earths,12.998,2018,Neptune-like,0.325 x Jupiter,Unknown,39.7 days,0.0,K2-203,Transit,5000.0,0.76,0.79,00h51m05.69s,-01d11m45.18s
1296,1296,K2-195 b,1028.0,9.96 Earths,12.524,2018,Neptune-like,0.279 x Jupiter,0.1208 AU,15.9 days,0.0,K2-204,Transit,5755.0,1.18,1.01,01h09m31.80s,-00d31m03.91s
1297,1297,K2-195 c,1028.0,7.16 Earths,12.524,2018,Neptune-like,0.23 x Jupiter,Unknown,28.5 days,0.0,K2-205,Transit,5890.0,1.08,0.95,01h00m52.22s,+00d25m33.48s
1298,1298,K2-196 b,1908.0,12.6 Earths,12.241,2018,Neptune-like,0.321 x Jupiter,Unknown,48.3 days,0.0,K2-206,Transit,5043.0,0.76,0.79,00h45m01.54s,+00d35m35.47s
1299,1299,K2-197 b,808.0,7.08 Earths,12.199,2018,Neptune-like,0.228 x Jupiter,0.0806 AU,8.4 days,0.0,K2-207,Transit,5522.0,0.93,0.94,00h46m47.92s,+00d38m26.23s
1300,1300,K2-198 b,361.0,16.3 Earths,10.971,2018,Neptune-like,0.374 x Jupiter,Unknown,17 days,0.0,K2-208,Transit,5582.0,0.86,0.93,01h23m06.96s,+00d53m20.43s
1301,1301,K2-198 c,361.0,2.61 Earths,10.971,2019,Super Earth,1.423 x Earth,Unknown,3.4 days,0.0,K2-209,Transit,4720.0,0.71,0.74,00h58m45.68s,+01d22m58.11s
1302,1302,K2-198 d,361.0,6.52 Earths,10.971,2019,Neptune-like,0.218 x Jupiter,Unknown,7.5 days,0.0,K2-21,Transit,4222.06,0.65,0.68,22h41m12.91s,-14d29m21.57s
1303,1303,K2-199 b,351.0,6.9 Earths,12.358,2018,Super Earth,1.73 x Earth,0.0382 AU,3.2 days,0.02,K2-21,Transit,4222.06,0.65,0.68,22h41m12.91s,-14d29m21.57s
1304,1304,K2-199 c,351.0,12.4 Earths,12.358,2018,Neptune-like,0.254 x Jupiter,0.0662 AU,7.4 days,0.03,K2-210,Transit,5500.0,0.89,0.91,01h10m33.90s,+01d34m42.29s
1305,1305,K2-19 b,945.0,32.4 Earths,13.024,2015,Neptune-like,0.624 x Jupiter,0.074 AU,7.9 days,0.2,K2-211,Transit,5360.0,0.79,0.88,01h24m25.48s,+01d42m17.68s
1306,1306,K2-19 c,945.0,10.8 Earths,13.024,2015,Neptune-like,0.366 x Jupiter,0.0971 AU,11.9 days,0.21,K2-212,Transit,4272.0,0.65,0.67,01h13m41.78s,+03d05m49.46s
1307,1307,K2-19 d,945.0,10 Earths,13.024,2016,Super Earth,1.11 x Earth,0.0344 AU,2.5 days,0.0,K2-213,Transit,5794.0,1.2,1.07,00h52m33.70s,+03d30m27.97s
1308,1308,K2-200 b,601.0,2.43 Earths,12.428,2018,Super Earth,1.364 x Earth,Unknown,2.8 days,0.0,K2-214,Transit,5854.0,1.27,1.05,00h59m30.23s,+04d13m39.98s
1309,1309,K2-201 b,646.0,2.54 Earths,12.168,2018,Super Earth,1.4 x Earth,Unknown,1.1 days,0.0,K2-215,Transit,5704.0,0.97,1.0,01h13m52.82s,+06d07m25.91s
1310,1310,K2-201 c,646.0,10.8 Earths,12.168,2018,Neptune-like,0.293 x Jupiter,Unknown,22.8 days,0.0,K2-216,Transit,4503.0,0.72,0.7,00h45m55.26s,+06d20m49.31s
1311,1311,K2-202 b,980.0,5.91 Earths,13.354,2018,Neptune-like,0.205 x Jupiter,Unknown,3.4 days,0.0,K2-217,Transit,5967.0,1.33,1.1,00h45m11.61s,+06d28m53.72s
1312,1312,K2-203 b,542.0,2.45 Earths,12.391,2018,Super Earth,1.371 x Earth,Unknown,9.7 days,0.0,K2-218,Transit,5757.0,1.01,1.05,00h51m14.31s,+06d50m47.16s
1313,1313,K2-204 b,1883.0,9.51 Earths,12.985,2018,Neptune-like,0.272 x Jupiter,Unknown,7.1 days,0.0,K2-219,Transit,5753.0,1.19,1.02,00h51m22.87s,+08d52m03.17s
1314,1314,K2-205 b,1322.0,4.64 Earths,12.45,2018,Super Earth,1.996 x Earth,Unknown,26.7 days,0.0,K2-219,Transit,5753.0,1.19,1.02,00h51m22.87s,+08d52m03.17s
1315,1315,K2-206 b,797.0,8.22 Earths,13.084,2018,Neptune-like,0.249 x Jupiter,Unknown,18.3 days,0.0,K2-219,Transit,5753.0,1.19,1.02,00h51m22.87s,+08d52m03.17s
1316,1316,K2-207 b,1184.0,7.3 Earths,13.175,2018,Neptune-like,0.232 x Jupiter,Unknown,12.5 days,0.0,K2-22,Transit,3879.0,0.58,0.6,11h17m55.85s,+02d37m08.53s
1317,1317,K2-208 b,838.0,3.46 Earths,12.577,2018,Super Earth,1.679 x Earth,Unknown,4.2 days,0.0,K2-220,Transit,5660.0,1.02,0.96,00h51m04.80s,+09d31m00.37s
1318,1318,K2-209 b,250.0,0.586 Earths,11.061,2018,Terrestrial,0.869 x Earth,Unknown,2.1 days,0.0,K2-221,Transit,5716.0,0.95,1.01,01h06m37.21s,+10d11m23.06s
1319,1319,K2-210 b,576.0,0.566 Earths,11.535,2018,Terrestrial,0.86 x Earth,Unknown,0.6 days,0.0,K2-222,Transit,6058.0,1.09,1.0,01h05m51.00s,+11d45m13.38s
1320,1320,K2-211 b,888.0,2.24 Earths,13.1547,2018,Super Earth,1.3 x Earth,Unknown,0.7 days,0.0,K2-223,Transit,5859.0,1.0,1.06,12h21m13.48s,-10d16m55.53s
1321,1321,K2-212 b,356.0,6.9 Earths,12.977,2018,Neptune-like,0.225 x Jupiter,0.0785 AU,9.8 days,0.0,K2-223,Transit,5859.0,1.0,1.06,12h21m13.48s,-10d16m55.53s
1322,1322,K2-213 b,1271.0,2.9 Earths,11.803,2018,Super Earth,1.514 x Earth,Unknown,8.1 days,0.0,K2-224,Transit,5620.0,0.84,0.91,12h38m48.99s,-10d03m38.14s
1323,1323,K2-214 b,981.0,6.48 Earths,11.806,2018,Neptune-like,0.217 x Jupiter,0.0834 AU,8.6 days,0.0,K2-224,Transit,5620.0,0.84,0.91,12h38m48.99s,-10d03m38.14s
1324,1324,K2-215 b,1318.0,5.16 Earths,12.99,2018,Neptune-like,2.124 x Earth,Unknown,8.3 days,0.0,K2-225,Transit,5742.0,1.7,1.27,12h26m09.86s,-09d37m29.36s
1325,1325,K2-216 b,377.0,8 Earths,12.403,2018,Super Earth,1.75 x Earth,0.028 AU,2.2 days,0.0,K2-226,Transit,5424.0,0.91,0.88,12h14m34.96s,-09d33m45.46s
1326,1326,K2-217 b,1246.0,12.5 Earths,12.264,2018,Neptune-like,0.319 x Jupiter,Unknown,14.1 days,0.0,K2-227,Transit,5673.0,0.89,0.95,12h43m47.62s,-08d28m42.30s
1327,1327,K2-218 b,1285.0,7.13 Earths,12.92,2018,Neptune-like,0.229 x Jupiter,Unknown,8.7 days,0.0,K2-228,Transit,4715.0,0.65,0.71,12h29m10.73s,-06d50m03.13s
1328,1328,K2-219 b,1061.0,2.38 Earths,12.09,2018,Super Earth,1.348 x Earth,Unknown,3.9 days,0.0,K2-229,Transit,5315.0,0.79,0.87,12h27m29.50s,-06d43m18.65s
1329,1329,K2-219 c,1061.0,2.66 Earths,12.09,2018,Super Earth,1.438 x Earth,Unknown,6.7 days,0.0,K2-229,Transit,5315.0,0.79,0.87,12h27m29.50s,-06d43m18.65s
1330,1330,K2-219 d,1061.0,7.16 Earths,12.09,2018,Neptune-like,0.23 x Jupiter,Unknown,11.1 days,0.0,K2-230,Transit,5945.0,1.39,1.11,12h45m27.15s,-06d34m33.78s
1331,1331,K2-21 b,273.0,4.04 Earths,12.851,2015,Neptune-like,1.84 x Earth,0.076 AU,9.3 days,0.1,K2-231,Transit,5695.0,0.95,1.01,19h16m22.04s,-15d46m16.38s
1332,1332,K2-21 c,273.0,6.76 Earths,12.851,2015,Super Earth,0.222 x Jupiter,0.107 AU,15.5 days,0.21,K2-232,Transit,6154.0,1.16,1.19,04h55m04.03s,+18d39m15.56s
1333,1333,K2-220 b,762.0,6.3 Earths,11.873,2018,Neptune-like,0.213 x Jupiter,0.1104 AU,13.7 days,0.0,K2-233,Transit,5033.0,0.71,0.79,15h21m55.18s,-20d13m54.47s
1334,1334,K2-221 b,1040.0,3.46 Earths,12.571,2018,Super Earth,1.679 x Earth,Unknown,2.4 days,0.0,K2-233,Transit,5033.0,0.71,0.79,15h21m55.18s,-20d13m54.47s
1335,1335,K2-222 b,331.0,6.3 Earths,9.543,2018,Neptune-like,0.213 x Jupiter,0.1211 AU,15.4 days,0.0,K2-233,Transit,5033.0,0.71,0.79,15h21m55.18s,-20d13m54.47s
1336,1336,K2-223 b,648.0,0.64 Earths,11.443,2018,Terrestrial,0.89 x Earth,0.0127 AU,0.5 days,0.0,K2-237,Transit,6360.0,1.26,1.26,16h55m04.52s,-28d42m38.10s
1337,1337,K2-223 c,648.0,2.86 Earths,11.443,2018,Super Earth,1.5 x Earth,0.0549 AU,4.6 days,0.0,K2-238,Transit,5630.0,1.59,1.19,23h10m49.04s,-07d51m27.21s
1338,1338,K2-224 b,898.0,3.05 Earths,12.7,2018,Super Earth,1.56 x Earth,0.0516 AU,4.5 days,0.0,K2-239,Transit,3420.0,0.36,0.4,10h42m22.59s,+04d26m28.95s
1339,1339,K2-224 c,898.0,6.39 Earths,12.7,2018,Neptune-like,0.215 x Jupiter,0.0886 AU,10.1 days,0.0,K2-239,Transit,3420.0,0.36,0.4,10h42m22.59s,+04d26m28.95s
1340,1340,K2-225 b,1167.0,12 Earths,11.836,2018,Neptune-like,0.311 x Jupiter,0.134 AU,15.9 days,0.0,K2-239,Transit,3420.0,0.36,0.4,10h42m22.59s,+04d26m28.95s
1341,1341,K2-226 b,689.0,2.99 Earths,12.337,2018,Super Earth,1.54 x Earth,0.0413 AU,3.3 days,0.0,K2-24,Transit,5625.0,1.16,1.07,16h10m17.63s,-24d59m26.17s
1342,1342,K2-227 b,611.0,3.41 Earths,12.015,2018,Super Earth,1.666 x Earth,Unknown,13.6 days,0.0,K2-24,Transit,5625.0,1.16,1.07,16h10m17.63s,-24d59m26.17s
1343,1343,K2-228 b,422.0,1.92 Earths,13.028,2018,Super Earth,1.21 x Earth,0.0338 AU,2.7 days,0.0,K2-240,Transit,3810.0,0.54,0.58,15h11m23.85s,-17d52m31.61s
1344,1344,K2-229 b,335.0,2.49 Earths,10.985,2018,Super Earth,1.0 x Earth,0.0131 AU,0.6 days,0.0,K2-240,Transit,3810.0,0.54,0.58,15h11m23.85s,-17d52m31.61s
1345,1345,K2-229 c,335.0,21.3 Earths,10.985,2018,Super Earth,2.03 x Earth,0.0769 AU,8.3 days,0.0,K2-241,Transit,5262.0,0.75,0.71,12h04m57.28s,-06d48m19.07s
1346,1346,K2-22 b,795.0,1.4 Jupiters,15.565,2015,Neptune-like,0.205 x Jupiter,0.009 AU,0.4 days,0.19,K2-242,Transit,3459.0,0.37,0.38,11h59m20.60s,-06d31m04.28s
1347,1347,K2-230 b,1764.0,4.5 Earths,12.789,2018,Super Earth,1.96 x Earth,0.0409 AU,2.9 days,0.0,K2-243,Transit,6570.0,1.39,1.29,12h04m29.07s,-04d53m56.89s
1348,1348,K2-231 b,1048.0,6.8 Earths,12.768,2018,Neptune-like,0.223 x Jupiter,Unknown,13.8 days,0.0,K2-243,Transit,6570.0,1.39,1.29,12h04m29.07s,-04d53m56.89s
1349,1349,K2-232 b,426.0,0.398 Jupiters,9.822,2018,Gas Giant,1.0 x Jupiter,0.10356 AU,11.2 days,0.26,K2-244,Transit,5677.0,0.92,0.86,12h13m52.48s,-03d49m54.51s
1350,1350,K2-233 b,220.0,11.26 Earths,10.883,2018,Super Earth,1.343 x Earth,0.03308 AU,2.5 days,0.08,K2-245,Transit,5793.0,1.25,0.83,12h20m43.58s,-01d35m27.29s
1351,1351,K2-233 c,220.0,12.81 Earths,10.883,2018,Super Earth,1.281 x Earth,0.06666 AU,7.1 days,< 0.2002,K2-246,Transit,5610.0,0.94,0.87,12h06m31.11s,-01d09m38.16s
