,id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,host_temperature,host_radius,host_mass,right_ascension,declination
1352,1352,K2-233 d,220.0,21.14 Earths,10.883,2018,Super Earth,0.21 x Jupiter,0.15224 AU,24.4 days,< 0.1999,K2-247,Transit,4667.0,0.69,0.74,12h35m34.44s,-10d04m09.41s
1353,1353,K2-237 b,1028.0,1.363 Jupiters,11.602,2018,Gas Giant,1.445 x Jupiter,0.03558 AU,2.2 days,0.04,K2-247,Transit,4667.0,0.69,0.74,12h35m34.44s,-10d04m09.41s
1354,1354,K2-238 b,1755.0,0.86 Jupiters,13.973,2018,Gas Giant,1.3 x Jupiter,0.046 AU,3.2 days,0.0,K2-248,Transit,5528.0,0.92,0.88,12h11m16.16s,-09d24m51.01s
1355,1355,K2-239 b,101.0,1.37 Earths,14.632,2018,Super Earth,1.1 x Earth,0.0441 AU,5.2 days,0.0,K2-249,Transit,6504.0,1.57,1.32,12h13m28.02s,-08d59m42.83s
1356,1356,K2-239 c,101.0,0.972 Earths,14.632,2018,Terrestrial,1.0 x Earth,0.0576 AU,7.8 days,0.0,K2-25,Transit,3207.0,0.29,0.26,04h13m05.74s,+15d14m51.73s
1357,1357,K2-239 d,101.0,1.37 Earths,14.632,2018,Super Earth,1.1 x Earth,0.0685 AU,10.1 days,0.0,K2-250,Transit,5172.0,0.81,0.8,12h20m07.57s,-08d58m32.67s
1358,1358,K2-240 b,238.0,4.66 Earths,13.372,2018,Super Earth,2.0 x Earth,0.0513 AU,6 days,0.0,K2-251,Transit,3717.0,0.49,0.52,12h42m45.42s,-08d32m09.54s
1359,1359,K2-240 c,238.0,3.89 Earths,13.372,2018,Super Earth,1.8 x Earth,0.1159 AU,20.5 days,0.0,K2-252,Transit,5152.0,0.82,0.79,12h09m27.93s,-08d18m34.61s
1360,1360,K2-241 b,488.0,7.04 Earths,11.97,2018,Neptune-like,0.227 x Jupiter,0.1567 AU,26.8 days,0.0,K2-253,Transit,6027.0,1.1,1.08,12h24m20.47s,-06d22m44.23s
1361,1361,K2-242 b,356.0,6.99 Earths,16.414,2018,Neptune-like,0.227 x Jupiter,0.0494 AU,6.5 days,0.0,K2-254,Transit,4629.0,0.67,0.71,12h22m12.19s,-04d43m02.25s
1362,1362,K2-243 b,871.0,5.35 Earths,10.971,2018,Neptune-like,2.17 x Earth,0.1087 AU,11.5 days,0.0,K2-254,Transit,4629.0,0.67,0.71,12h22m12.19s,-04d43m02.25s
1363,1363,K2-243 c,871.0,4.7 Earths,10.971,2018,Super Earth,2.01 x Earth,0.1817 AU,24.9 days,0.0,K2-255,Transit,4676.0,0.69,0.71,12h39m39.08s,-03d22m14.03s
1364,1364,K2-244 b,694.0,3.71 Earths,11.78,2018,Super Earth,1.75 x Earth,0.1418 AU,21.1 days,0.0,K2-256,Transit,5219.0,0.78,0.84,12h24m54.50s,-02d03m57.77s
1365,1365,K2-245 b,1488.0,17.4 Earths,12.755,2018,Neptune-like,0.387 x Jupiter,0.0959 AU,11.9 days,0.0,K2-257,Transit,3725.0,0.5,0.52,12h33m06.79s,-01d57m11.84s
1366,1366,K2-246 b,2295.0,12 Earths,14.792,2018,Neptune-like,0.311 x Jupiter,0.0602 AU,5.8 days,0.0,K2-258,Transit,6351.0,1.31,1.21,12h30m31.54s,-01d09m39.30s
1367,1367,K2-247 b,842.0,5.14 Earths,14.857,2018,Neptune-like,2.12 x Earth,0.0304 AU,2.3 days,0.0,K2-259,Transit,6059.0,1.13,1.14,12h27m12.65s,+01d34m00.71s
1368,1368,K2-247 c,842.0,5.43 Earths,14.857,2018,Neptune-like,2.19 x Earth,0.0615 AU,6.5 days,0.0,K2-26,Transit,3785.0,0.52,0.56,06h16m49.54s,+24d35m45.00s
1369,1369,K2-248 b,1325.0,7.13 Earths,13.497,2018,Neptune-like,0.229 x Jupiter,0.0699 AU,7.2 days,0.0,K2-260,Transit,6367.0,1.69,1.39,05h07m28.16s,+16d52m03.70s
1370,1370,K2-249 b,1702.0,8.2 Earths,12.646,2018,Neptune-like,0.249 x Jupiter,0.1151 AU,12.4 days,0.0,K2-261,Transit,5445.0,1.64,1.09,10h52m07.75s,+00d29m35.40s
1371,1371,K2-24 b,556.0,19 Earths,11.275,2016,Neptune-like,0.482 x Jupiter,0.154 AU,20.9 days,0.06,K2-263,Transit,5368.0,0.85,0.88,08h38m43.71s,+15d40m50.17s
1372,1372,K2-24 c,556.0,15.4 Earths,11.275,2016,Neptune-like,0.669 x Jupiter,0.247 AU,42.3 days,< 0.07,K2-264,Transit,3660.0,0.47,0.5,08h45m26.00s,+19d41m54.24s
1373,1373,K2-250 b,1353.0,6.53 Earths,14.314,2018,Neptune-like,0.218 x Jupiter,0.0459 AU,4 days,0.0,K2-264,Transit,3660.0,0.47,0.5,08h45m26.00s,+19d41m54.24s
1374,1374,K2-251 b,480.0,6.12 Earths,15.66,2018,Neptune-like,0.21 x Jupiter,0.0694 AU,9.3 days,0.0,K2-265,Transit,5477.0,0.98,0.92,22h48m07.60s,-14d29m41.20s
1375,1375,K2-252 b,746.0,3.68 Earths,12.93,2018,Super Earth,1.74 x Earth,0.1041 AU,13.8 days,0.0,K2-266,Transit,4285.0,0.7,0.69,10h31m44.56s,+00d56m14.20s
1376,1376,K2-253 b,2859.0,Unknown,15.002,2018,Gas Giant,1.13 x Jupiter,0.0506 AU,4 days,0.0,K2-266,Transit,4285.0,0.7,0.69,10h31m44.56s,+00d56m14.20s
1377,1377,K2-254 b,743.0,3.29 Earths,14.238,2018,Super Earth,1.63 x Earth,0.0448 AU,4.1 days,0.0,K2-266,Transit,4285.0,0.7,0.69,10h31m44.56s,+00d56m14.20s
1378,1378,K2-254 c,743.0,5.43 Earths,14.238,2018,Neptune-like,2.19 x Earth,0.0923 AU,12.1 days,0.0,K2-266,Transit,4285.0,0.7,0.69,10h31m44.56s,+00d56m14.20s
1379,1379,K2-255 b,625.0,8.75 Earths,13.662,2018,Neptune-like,0.259 x Jupiter,0.0274 AU,2 days,0.0,K2-268,Transit,5106.0,0.78,0.84,08h54m50.28s,+11d50m53.78s
1380,1380,K2-256 b,1842.0,7.41 Earths,14.954,2018,Neptune-like,0.235 x Jupiter,0.0578 AU,5.5 days,0.0,K2-268,Transit,5106.0,0.78,0.84,08h54m50.28s,+11d50m53.78s
1381,1381,K2-257 b,209.0,0.498 Earths,13.716,2018,Terrestrial,0.83 x Earth,0.0216 AU,1.6 days,0.0,K2-268,Transit,5106.0,0.78,0.84,08h54m50.28s,+11d50m53.78s
1382,1382,K2-258 b,2159.0,9.27 Earths,13.361,2018,Neptune-like,0.268 x Jupiter,0.149 AU,19.1 days,0.0,K2-268,Transit,5106.0,0.78,0.84,08h54m50.28s,+11d50m53.78s
1383,1383,K2-259 b,1358.0,5.99 Earths,12.511,2018,Neptune-like,0.207 x Jupiter,0.1271 AU,15.5 days,0.0,K2-268,Transit,5106.0,0.78,0.84,08h54m50.28s,+11d50m53.78s
1384,1384,K2-25 b,147.0,24.5 Earths,16.21,2015,Neptune-like,0.306 x Jupiter,0.0287 AU,3.5 days,0.43,K2-269,Transit,6209.0,1.45,1.16,08h40m37.23s,+13d00m52.85s
1385,1385,K2-260 b,2165.0,1.42 Jupiters,12.624,2018,Gas Giant,1.552 x Jupiter,0.0404 AU,2.6 days,0.0,K2-27,Transit,5248.0,0.89,0.87,11h26m03.64s,+01d13m50.25s
1386,1386,K2-261 b,696.0,0.188 Jupiters,10.612,2018,Gas Giant,0.85 x Jupiter,0.1034 AU,11.6 days,0.29,K2-270,Transit,4877.0,0.77,0.85,08h45m03.97s,+13d32m59.04s
1387,1387,K2-263 b,530.0,14.8 Earths,11.568,2018,Super Earth,0.215 x Jupiter,0.2573 AU,50.8 days,< 0.14,K2-270,Transit,4877.0,0.77,0.85,08h45m03.97s,+13d32m59.04s
1388,1388,K2-264 b,605.0,5.61 Earths,16.701,2018,Neptune-like,2.231 x Earth,0.05023 AU,5.8 days,< 0.5,K2-271,Transit,5644.0,0.99,0.83,08h20m53.74s,+16d05m26.86s
1389,1389,K2-264 c,605.0,7.6 Earths,16.701,2018,Neptune-like,0.238 x Jupiter,0.11283 AU,19.7 days,< 0.45,K2-272,Transit,5397.0,0.83,0.86,08h50m29.08s,+17d32m32.59s
1390,1390,K2-265 b,452.0,6.54 Earths,11.187,2018,Super Earth,1.71 x Earth,0.03376 AU,2.4 days,0.08,K2-273,Transit,5161.0,0.85,0.89,08h39m06.45s,+19d00m36.02s
1391,1391,K2-266 b,253.0,11.26782 Earths,11.625,2018,Neptune-like,0.294 x Jupiter,0.01306 AU,0.7 days,0.0,K2-274,Transit,5044.0,0.7,0.79,08h37m07.77s,+20d23m57.30s
1392,1392,K2-266 c,253.0,0.29013 Earths,11.625,2018,Terrestrial,0.705 x Earth,0.0679 AU,7.8 days,0.04,K2-275,Transit,4841.0,0.69,0.77,08h48m40.77s,+20d27m18.06s
1393,1393,K2-266 d,253.0,8.9 Earths,11.625,2018,Neptune-like,0.261 x Jupiter,0.1035 AU,14.7 days,0.05,K2-275,Transit,4841.0,0.69,0.77,08h48m40.77s,+20d27m18.06s
1394,1394,K2-266 e,253.0,14.3 Earths,11.625,2018,Neptune-like,0.244 x Jupiter,0.1249 AU,19.5 days,0.04,K2-276,Transit,5139.0,0.85,0.82,08h23m48.68s,+22d38m02.18s
1395,1395,K2-268 b,1069.0,2.86 Earths,13.848,2018,Super Earth,1.5 x Earth,0.0308 AU,2.2 days,0.0,K2-277,Transit,5741.0,0.97,1.02,13h28m03.89s,-15d56m16.71s
1396,1396,K2-268 c,1069.0,7.7 Earths,13.848,2018,Neptune-like,0.24 x Jupiter,0.0819 AU,9.3 days,0.0,K2-278,Transit,6747.0,1.61,1.4,13h33m12.45s,-14d30m14.78s
1397,1397,K2-268 d,1069.0,2.83 Earths,13.848,2019,Super Earth,1.49 x Earth,Unknown,4.5 days,0.0,K2-279,Transit,5558.0,0.86,0.79,13h39m07.03s,-06d02m30.33s
1398,1398,K2-268 e,1069.0,2.33 Earths,13.848,2019,Super Earth,1.33 x Earth,Unknown,6.1 days,0.0,K2-28,Transit,3214.0,0.29,0.26,22h22m29.60s,-07d57m22.87s
1399,1399,K2-268 f,1069.0,5.6 Earths,13.848,2019,Neptune-like,2.23 x Earth,Unknown,26.3 days,0.0,K2-280,Transit,5500.0,1.28,1.03,19h26m22.89s,-22d14m51.75s
1400,1400,K2-269 b,1177.0,3.09 Earths,11.784,2018,Super Earth,1.57 x Earth,0.0531 AU,4.1 days,0.0,K2-281,Transit,4812.0,0.76,0.82,01h04m54.59s,+07d16m09.18s
1401,1401,K2-26 b,323.0,7.61 Earths,14.528,2016,Neptune-like,0.238 x Jupiter,0.0962 AU,14.6 days,0.0,K2-282,Transit,5499.0,1.0,0.95,00h53m43.72s,+07d59m43.05s
1402,1402,K2-270 b,915.0,2.48 Earths,13.847,2018,Super Earth,1.38 x Earth,0.0247 AU,1.5 days,0.0,K2-283,Transit,5060.0,0.82,0.89,00h52m46.65s,+09d41m34.51s
1403,1403,K2-270 c,915.0,9.01 Earths,13.847,2018,Neptune-like,0.263 x Jupiter,0.0497 AU,4.4 days,0.0,K2-284,Transit,4140.0,0.61,0.63,05h16m33.79s,+20d15m17.65s
1404,1404,K2-271 b,1841.0,0.131 Jupiters,13.845,2018,Gas Giant,0.649 x Jupiter,0.077 AU,8.6 days,0.0,K2-285,Transit,4975.0,0.79,0.83,23h17m32.24s,+01d18m00.55s
1405,1405,K2-272 b,1380.0,9.96 Earths,13.872,2018,Neptune-like,0.279 x Jupiter,0.1007 AU,14.5 days,0.0,K2-285,Transit,4975.0,0.79,0.83,23h17m32.24s,+01d18m00.55s
1406,1406,K2-273 b,1005.0,9.53 Earths,13.246,2018,Neptune-like,0.272 x Jupiter,0.0729 AU,11.7 days,0.0,K2-285,Transit,4975.0,0.79,0.83,23h17m32.24s,+01d18m00.55s
1407,1407,K2-274 b,745.0,4.98 Earths,13.181,2018,Super Earth,2.08 x Earth,0.0964 AU,14.1 days,0.0,K2-285,Transit,4975.0,0.79,0.83,23h17m32.24s,+01d18m00.55s
1408,1408,K2-275 b,403.0,6.08 Earths,11.974,2018,Neptune-like,0.209 x Jupiter,0.0277 AU,3.3 days,0.0,K2-286,Transit,3926.0,0.62,0.64,15h33m28.76s,-16d46m25.36s
1409,1409,K2-275 c,403.0,5.52 Earths,11.974,2018,Neptune-like,2.21 x Earth,0.0881 AU,8.4 days,0.0,K2-287,Transit,5695.0,1.07,1.06,15h32m17.84s,-22d21m30.04s
1410,1410,K2-276 b,1592.0,13.7 Earths,14.654,2018,Neptune-like,0.336 x Jupiter,0.1291 AU,18.7 days,0.0,K2-288 B,Transit,3341.0,0.32,0.33,03h41m46.63s,+18d16m06.57s
1411,1411,K2-277 b,369.0,4.94 Earths,10.364,2018,Super Earth,2.07 x Earth,0.0675 AU,6.3 days,0.0,K2-289,Transit,5529.0,1.02,0.95,16h26m34.31s,-15d47m33.14s
1412,1412,K2-278 b,2565.0,9.17 Earths,13.446,2018,Neptune-like,0.266 x Jupiter,0.0488 AU,3.3 days,0.0,K2-29,Transit,5358.0,0.86,0.94,04h10m40.90s,+24d24m05.96s
1413,1413,K2-279 b,597.0,1.92 Earths,11.491,2018,Super Earth,1.21 x Earth,0.067 AU,7.1 days,0.0,K2-290,Transit,6302.0,1.51,1.19,15h39m25.89s,-20d11m56.03s
1414,1414,K2-27 b,814.0,30.9 Earths,12.689,2016,Neptune-like,0.4 x Jupiter,0.06702 AU,6.8 days,0.25,K2-290,Transit,6302.0,1.51,1.19,15h39m25.89s,-20d11m56.03s
1415,1415,K2-280 b,1277.0,37.1 Earths,12.524,2018,Neptune-like,0.669 x Jupiter,0.1461 AU,19.9 days,0.35,K2-291,Transit,5520.0,0.9,0.93,05h05m47.03s,+21d32m53.52s
1416,1416,K2-281 b,1494.0,0.16 Jupiters,15.048,2018,Gas Giant,0.73 x Jupiter,0.0773 AU,8.7 days,0.0,K2-292,Transit,5725.0,1.09,1.0,13h41m30.21s,-09d56m45.85s
1417,1417,K2-282 b,1619.0,6.8 Earths,14.21,2018,Neptune-like,0.223 x Jupiter,0.0499 AU,4.2 days,0.0,K2-293,Transit,5532.0,0.95,0.96,23h26m25.56s,-06d01m40.46s
1418,1418,K2-283 b,1314.0,12.2 Earths,14.364,2018,Neptune-like,0.314 x Jupiter,0.0291 AU,1.9 days,0.0,K2-294,Transit,5612.0,1.2,0.99,23h28m12.40s,-07d36m13.63s
1419,1419,K2-284 b,350.0,8.15 Earths,13.265,2018,Neptune-like,0.248 x Jupiter,0.04771 AU,4.8 days,0.08,K2-295,Transit,4444.0,0.7,0.74,01h18m26.43s,+06d49m00.22s
1420,1420,K2-285 b,505.0,9.68 Earths,12.075,2018,Super Earth,0.231 x Jupiter,0.03817 AU,3.5 days,0.0,K2-3,Transit,3896.0,0.56,0.6,11h29m20.49s,-01d27m18.49s
1421,1421,K2-285 c,505.0,15.68 Earths,12.075,2018,Neptune-like,0.315 x Jupiter,0.0824 AU,7.1 days,0.0,K2-3,Transit,3896.0,0.56,0.6,11h29m20.49s,-01d27m18.49s
1422,1422,K2-285 d,505.0,6.5 Earths,12.075,2018,Neptune-like,0.221 x Jupiter,0.1178 AU,10.5 days,0.0,K2-3,Transit,3896.0,0.56,0.6,11h29m20.49s,-01d27m18.49s
1423,1423,K2-285 e,505.0,10.7 Earths,12.075,2018,Neptune-like,1.95 x Earth,0.18041 AU,14.8 days,0.0,K2-30,Transit,5425.0,0.84,0.9,03h29m22.09s,+22d17m57.66s
1424,1424,K2-286 b,248.0,5.06 Earths,12.881,2018,Neptune-like,2.1 x Earth,0.1768 AU,27.4 days,0.0,K2-308,Transit,6100.0,1.24,1.09,05h13m21.39s,+16d24m51.11s
1425,1425,K2-287 b,516.0,0.315 Jupiters,11.41,2018,Gas Giant,0.847 x Jupiter,0.1206 AU,14.9 days,0.48,K2-31,Transit,5280.0,0.78,0.91,16h21m45.73s,-23d32m53.78s
1426,1426,K2-288 B b,214.0,4.27 Earths,13.868,2018,Super Earth,1.9 x Earth,0.164 AU,31.4 days,0.0,K2-315,Transit,3300.0,0.2,0.17,15h12m05.06s,-20d06m29.39s
1427,1427,K2-289 b,895.0,0.192 Jupiters,14.81,2019,Gas Giant,0.812 x Jupiter,0.107 AU,13.2 days,0.0,K2-316,Transit,3436.0,0.38,0.41,15h34m29.94s,-23d15m34.08s
1428,1428,K2-28 b,205.0,5.99 Earths,16.526,2016,Neptune-like,0.207 x Jupiter,0.0214 AU,2.3 days,0.0,K2-316,Transit,3436.0,0.38,0.41,15h34m29.94s,-23d15m34.08s
1429,1429,K2-290 b,890.0,10.9 Earths,11.114,2019,Super Earth,0.273 x Jupiter,0.0923 AU,9.2 days,0.0,K2-317,Transit,3387.0,0.38,0.4,15h14m28.53s,-21d01m21.80s
1430,1430,K2-290 c,890.0,0.774 Jupiters,11.114,2019,Gas Giant,1.006 x Jupiter,0.305 AU,48.4 days,0.0,K2-318,Transit,3851.0,0.55,0.56,15h29m47.07s,-17d33m26.87s
1431,1431,K2-291 b,294.0,6.49 Earths,10.014,2019,Super Earth,1.589 x Earth,0.03261 AU,2.2 days,0.0,K2-319,Transit,5440.0,0.9,0.95,11h07m12.24s,+03d02m23.77s
1432,1432,K2-292 b,373.0,24.5 Earths,9.885,2019,Neptune-like,0.235 x Jupiter,0.13 AU,17 days,0.04,K2-32,Transit,5271.0,0.86,0.83,16h49m42.24s,-19d32m34.98s
1433,1433,K2-293 b,1280.0,6.57 Earths,13.44,2019,Neptune-like,0.219 x Jupiter,Unknown,13.1 days,0.0,K2-32,Transit,5271.0,0.86,0.83,16h49m42.24s,-19d32m34.98s
1434,1434,K2-294 b,1217.0,3.39 Earths,12.649,2019,Super Earth,1.66 x Earth,Unknown,2.5 days,0.0,K2-32,Transit,5271.0,0.86,0.83,16h49m42.24s,-19d32m34.98s
1435,1435,K2-295 b,759.0,0.335 Jupiters,13.8941,2018,Gas Giant,0.897 x Jupiter,0.0451 AU,4 days,0.0,K2-32,Transit,5271.0,0.86,0.83,16h49m42.24s,-19d32m34.98s
1436,1436,K2-29 b,582.0,0.73 Jupiters,12.532,2016,Gas Giant,1.19 x Jupiter,0.04217 AU,3.3 days,0.07,K2-320,Transit,3157.0,0.3,0.12,10h53m00.46s,+05d18m23.32s
1437,1437,K2-308 b,4288.0,0.222 Jupiters,15.072,2019,Gas Giant,0.884 x Jupiter,Unknown,3.4 days,0.0,K2-321,Transit,3855.0,0.58,0.6,10h25m37.32s,+02d30m49.98s
1438,1438,K2-30 b,1086.0,0.579 Jupiters,13.547,2016,Gas Giant,1.039 x Jupiter,0.04839 AU,4.1 days,0.0,K2-322,Transit,4141.0,0.6,0.63,10h26m29.45s,+04d45m50.47s
1439,1439,K2-315 b,186.0,0.809 Earths,17.67,2020,Terrestrial,0.95 x Earth,Unknown,3.1 days,0.0,K2-323,Transit,3710.0,0.55,0.48,10h37m41.04s,+06d17m09.13s
1440,1440,K2-316 b,367.0,2.33 Earths,17.14,2020,Super Earth,1.33 x Earth,0.0147 AU,1.1 days,0.0,K2-324,Transit,3752.0,0.51,0.52,10h30m29.33s,+06d51m49.22s
1441,1441,K2-316 c,367.0,4.01 Earths,17.14,2020,Super Earth,1.83 x Earth,0.0582 AU,5.3 days,0.0,K2-325,Transit,3287.0,0.3,0.27,23h35m40.07s,-07d41m12.20s
1442,1442,K2-317 b,575.0,8.91 Earths,17.74,2020,Neptune-like,0.261 x Jupiter,0.0542 AU,6.2 days,0.0,K2-326,Transit,3924.0,0.69,0.51,23h26m26.94s,+01d20m15.33s
1443,1443,K2-318 b,482.0,3.39 Earths,15.8,2020,Super Earth,1.66 x Earth,0.0911 AU,7 days,0.0,K2-329,Transit,5282.0,0.82,0.9,23h24m32.49s,-05d09m50.92s
1444,1444,K2-319 b,682.0,8.2 Earths,12.213,2020,Neptune-like,0.249 x Jupiter,0.1516 AU,26.7 days,0.0,K2-33,Transit,3540.0,1.05,0.56,16h10m14.73s,-19d19m09.78s
1445,1445,K2-31 b,361.0,1.774 Jupiters,10.802,2016,Gas Giant,1.06 x Jupiter,0.022 AU,1.3 days,0.0,K2-330,Transit,6232.0,1.5,1.23,08h27m35.24s,+11d40m02.69s
1446,1446,K2-320 b,355.0,7.37 Earths,17.81,2020,Neptune-like,0.234 x Jupiter,0.0142 AU,2 days,0.0,K2-331,Transit,5994.0,1.06,1.1,08h50m57.03s,+13d10m12.97s
1447,1447,K2-321 b,253.0,4.46 Earths,13.677,2020,Super Earth,1.95 x Earth,0.041 AU,2.3 days,0.0,K2-331,Transit,5994.0,1.06,1.1,08h50m57.03s,+13d10m12.97s
1448,1448,K2-322 b,403.0,4.35 Earths,13.963,2020,Super Earth,1.92 x Earth,0.0594 AU,8.2 days,0.0,K2-332,Transit,3315.0,0.28,0.27,09h03m31.98s,+14d15m01.80s
1449,1449,K2-323 b,386.0,5.06 Earths,14.935,2020,Neptune-like,2.1 x Earth,0.1275 AU,24.9 days,0.0,K2-333,Transit,5880.0,1.22,1.06,09h07m09.43s,+15d12m20.44s
1450,1450,K2-324 b,446.0,6.48 Earths,15.223,2020,Neptune-like,0.217 x Jupiter,0.0331 AU,3.3 days,0.0,K2-334,Transit,6502.0,1.49,1.36,09h05m57.46s,+16d19m31.85s
1451,1451,K2-325 b,364.0,5.48 Earths,17.77,2020,Neptune-like,2.2 x Earth,0.0419 AU,6.9 days,0.0,K2-335,Transit,6222.0,1.33,1.23,08h37m33.52s,+16d31m19.43s
1452,1452,K2-326 b,921.0,5.82 Earths,15.982,2020,Neptune-like,0.203 x Jupiter,0.0198 AU,1.3 days,0.0,K2-336,Transit,5424.0,0.8,0.86,08h55m21.17s,+16d47m38.64s
1453,1453,K2-329 b,761.0,0.26 Jupiters,12.697,2020,Gas Giant,0.774 x Jupiter,0.1016 AU,12.5 days,0.07,K2-337,Transit,5869.0,1.32,0.94,08h31m02.67s,+16d54m01.69s
1454,1454,K2-32 b,514.0,15 Earths,12.304,2016,Neptune-like,0.473 x Jupiter,0.0795 AU,9 days,0.03,K2-338,Transit,4558.0,0.63,0.66,08h17m26.62s,+17d01m26.96s
1455,1455,K2-32 c,514.0,8.1 Earths,12.304,2016,Neptune-like,0.28 x Jupiter,0.13843 AU,20.7 days,0.05,K2-339,Transit,4857.0,0.72,0.74,08h40m19.81s,+18d41m34.46s
1456,1456,K2-32 d,514.0,6.7 Earths,12.304,2016,Neptune-like,0.311 x Jupiter,0.18422 AU,31.7 days,0.05,K2-34,Transit,6168.0,1.42,1.16,08h30m18.89s,+22d14m09.31s
1457,1457,K2-32 e,514.0,2.1 Earths,12.304,2019,Super Earth,1.212 x Earth,0.04899 AU,4.3 days,0.04,K2-340,Transit,5532.0,1.13,0.93,08h31m44.96s,+19d04m28.51s
1458,1458,K2-330 b,522.0,8.1 Earths,9.608,2016,Neptune-like,0.247 x Jupiter,Unknown,13.8 days,0.0,K2-341,Transit,5817.0,1.16,0.98,08h41m59.33s,+19d54m59.89s
1459,1459,K2-331 b,690.0,3.86 Earths,11.305,2021,Super Earth,1.79 x Earth,Unknown,9.4 days,0.0,K2-342,Transit,5920.0,1.09,1.01,08h52m29.26s,+21d14m19.25s
1460,1460,K2-331 c,690.0,7.85 Earths,11.305,2018,Neptune-like,0.243 x Jupiter,Unknown,23 days,0.0,K2-343,Transit,3804.0,0.46,0.49,08h56m48.52s,+21d30m09.68s
1461,1461,K2-332 b,402.0,5.48 Earths,16.4791,2016,Neptune-like,2.2 x Earth,Unknown,17.7 days,0.0,K2-343,Transit,3804.0,0.46,0.49,08h56m48.52s,+21d30m09.68s
1462,1462,K2-333 b,1122.0,31.6 Earths,12.073,2018,Neptune-like,0.551 x Jupiter,Unknown,14.8 days,0.0,K2-344,Transit,4374.0,0.49,0.51,09h05m26.76s,+21d40m06.92s
1463,1463,K2-334 b,1213.0,27.2 Earths,11.842,2018,Neptune-like,0.504 x Jupiter,Unknown,5.1 days,0.0,K2-345,Transit,3779.0,0.52,0.56,08h50m49.82s,+21d47m20.53s
1464,1464,K2-335 b,1820.0,5.52 Earths,12.556,2016,Neptune-like,2.21 x Earth,Unknown,12.3 days,0.0,K2-346,Transit,4801.0,0.7,0.71,08h23m56.76s,+22d39m47.61s
1465,1465,K2-336 b,781.0,1.98 Earths,12.803,2016,Super Earth,1.22 x Earth,Unknown,21.2 days,0.0,K2-347,Transit,4599.0,0.63,0.66,08h25m29.44s,+23d17m50.66s
1466,1466,K2-337 b,1375.0,7.37 Earths,12.385,2016,Neptune-like,0.234 x Jupiter,Unknown,16.3 days,0.0,K2-348,Transit,5077.0,0.85,0.83,08h43m30.80s,+24d25m22.64s
1467,1467,K2-338 b,512.0,1.08 Earths,13.322,2016,Super Earth,1.03 x Earth,Unknown,3.9 days,0.0,K2-348,Transit,5077.0,0.85,0.83,08h43m30.80s,+24d25m22.64s
1468,1468,K2-339 b,1175.0,4.35 Earths,14.487,2019,Super Earth,1.92 x Earth,Unknown,19.5 days,0.0,K2-349,Transit,4385.0,0.49,0.54,13h16m23.92s,-14d26m41.08s
1469,1469,K2-33 b,454.0,3.7 Jupiters,15.838,2016,Neptune-like,0.45 x Jupiter,0.0409 AU,5.4 days,0.0,K2-35,Transit,4402.71,0.62,0.7,11h20m24.74s,+01d17m09.12s
1470,1470,K2-340 b,2408.0,11.2 Earths,14.428,2016,Neptune-like,0.3 x Jupiter,Unknown,29.7 days,0.0,K2-35,Transit,4402.71,0.62,0.7,11h20m24.74s,+01d17m09.12s
1471,1471,K2-341 b,1375.0,10.4 Earths,12.725,2018,Neptune-like,0.286 x Jupiter,Unknown,36.6 days,0.0,K2-350,Transit,5789.0,1.04,0.98,13h36m08.52s,-14d00m33.31s
1472,1472,K2-342 b,680.0,4.78 Earths,11.338,2018,Super Earth,2.03 x Earth,Unknown,11.6 days,0.0,K2-350,Transit,5789.0,1.04,0.98,13h36m08.52s,-14d00m33.31s
1473,1473,K2-343 b,542.0,3.36 Earths,16.01,2019,Super Earth,1.65 x Earth,Unknown,2.8 days,0.0,K2-351,Transit,5769.0,1.05,1.02,13h46m36.54s,-11d48m17.85s
1474,1474,K2-343 c,542.0,4.74 Earths,16.01,2018,Super Earth,2.02 x Earth,Unknown,7.7 days,0.0,K2-352,Transit,5791.0,0.95,0.98,09h21m46.84s,+18d28m10.66s
1475,1475,K2-344 b,245.0,3.15 Earths,13.423,2018,Super Earth,1.59 x Earth,Unknown,3.4 days,0.0,K2-352,Transit,5791.0,0.95,0.98,09h21m46.84s,+18d28m10.66s
1476,1476,K2-345 b,530.0,5.1 Earths,15.72,2016,Neptune-like,2.11 x Earth,Unknown,10.4 days,0.0,K2-352,Transit,5791.0,0.95,0.98,09h21m46.84s,+18d28m10.66s
1477,1477,K2-346 b,344.0,5.73 Earths,11.903,2016,Neptune-like,0.202 x Jupiter,Unknown,26.2 days,0.0,K2-353,Transit,5698.0,0.99,0.87,13h26m28.05s,-02d16m54.85s
1478,1478,K2-347 b,1045.0,6.39 Earths,15.15,2016,Neptune-like,0.215 x Jupiter,Unknown,7.2 days,0.0,K2-354,Transit,3669.0,0.41,0.43,08h36m31.18s,+10d08m49.98s
1479,1479,K2-348 b,658.0,10.7 Earths,12.572,2018,Neptune-like,0.291 x Jupiter,Unknown,4.7 days,0.0,K2-355,Transit,5790.0,0.92,0.96,08h18m34.23s,+13d30m10.01s
1480,1480,K2-348 c,658.0,7.61 Earths,12.572,2018,Neptune-like,0.238 x Jupiter,Unknown,12.6 days,0.0,K2-356,Transit,5568.0,0.86,0.9,08h33m17.26s,+13d39m40.95s
